public_date,gicdesc,NFIRM,indret_ew,indret_vw,PEG_1yrforward_Median,CAPEI_Median,bm_Median,PEG_ltgforward_Median,evm_Median,pe_op_basic_Median,pe_op_dil_Median,pe_exi_Median,pe_inc_Median,ps_Median,pcf_Median,dpr_Median,ptb_Median,PEG_trailing_Median,divyield_Median,efftax_Median,GProf_Median,aftret_eq_Median,aftret_equity_Median,aftret_invcapx_Median,gpm_Median,npm_Median,opmad_Median,opmbd_Median,pretret_earnat_Median,pretret_noa_Median,ptpm_Median,roa_Median,roce_Median,roe_Median,capital_ratio_Median,equity_invcap_Median,debt_invcap_Median,totdebt_invcap_Median,invt_act_Median,rect_act_Median,fcf_ocf_Median,ocf_lct_Median,cash_debt_Median,cash_lt_Median,cfm_Median,short_debt_Median,profit_lct_Median,curr_debt_Median,debt_ebitda_Median,dltt_be_Median,int_debt_Median,int_totdebt_Median,lt_debt_Median,lt_ppent_Median,de_ratio_Median,debt_assets_Median,debt_at_Median,debt_capital_Median,intcov_Median,intcov_ratio_Median,cash_conversion_Median,cash_ratio_Median,curr_ratio_Median,quick_ratio_Median,at_turn_Median,inv_turn_Median,pay_turn_Median,rect_turn_Median,sale_equity_Median,sale_invcap_Median,sale_nwc_Median,accrual_Median,rd_sale_Median,adv_sale_Median,staff_sale_Median
2020-04-30,Communication Services,137,0.149093,0.137139,-0.069,5.573,0.534,1.309,9.556,7.167,7.139,3.546,3.418,0.861,4.622,0.000,1.280,0.118,3.54%,0.235,0.240,0.023,0.026,0.038,0.519,0.013,0.061,0.160,0.092,0.133,0.024,0.084,0.048,0.023,0.416,0.537,0.411,0.472,0.000,0.351,0.591,0.420,0.106,0.166,0.096,0.061,0.545,0.276,3.184,0.579,0.056,0.051,0.553,3.901,1.129,0.578,0.314,0.493,1.650,1.768,47.386,0.627,1.540,1.495,0.526,34.774,9.292,6.646,1.343,0.657,4.767,-0.076,0.000,0.014,0.000
2020-04-30,Consumer Discretionary,421,0.280509,0.222397,-0.230,8.457,0.485,1.193,11.298,7.913,8.045,8.166,8.063,0.568,4.764,0.121,1.431,0.399,2.73%,0.221,0.366,0.080,0.079,0.073,0.343,0.032,0.058,0.091,0.091,0.141,0.042,0.102,0.087,0.091,0.508,0.480,0.506,0.600,0.327,0.201,0.622,0.340,0.109,0.114,0.066,0.120,0.443,0.396,3.402,0.904,0.052,0.043,0.535,2.178,1.585,0.682,0.402,0.620,2.976,3.624,72.267,0.351,1.409,0.884,1.206,4.467,9.801,15.900,3.131,1.552,6.831,-0.052,0.000,0.016,0.000
2020-04-30,Consumer Staples,134,0.128573,0.072822,-0.016,19.223,0.409,2.712,12.689,16.041,16.124,16.610,16.390,1.091,10.224,0.387,2.154,0.851,2.68%,0.234,0.359,0.075,0.078,0.063,0.368,0.024,0.053,0.086,0.106,0.156,0.036,0.101,0.094,0.073,0.367,0.621,0.369,0.454,0.395,0.241,0.661,0.412,0.133,0.077,0.050,0.144,0.553,0.398,2.504,0.479,0.047,0.040,0.474,2.375,1.102,0.567,0.319,0.480,3.030,4.171,61.118,0.261,1.584,0.850,1.089,5.551,9.210,11.751,2.256,1.447,6.588,-0.045,0.000,0.009,0.000
2020-04-30,Energy,180,0.572473,0.325330,-0.047,-0.561,0.956,-0.066,6.146,-0.159,-0.159,-0.258,-0.205,0.385,1.616,0.012,0.529,-0.000,4.92%,0.221,0.144,-0.036,-0.030,0.002,0.312,-0.042,0.028,0.163,0.016,0.021,-0.025,0.096,0.025,-0.033,0.340,0.587,0.351,0.390,0.078,0.516,0.063,0.851,0.179,0.067,0.103,0.046,0.712,0.252,1.971,0.479,0.071,0.065,0.543,0.714,0.973,0.505,0.298,0.436,0.240,0.758,52.626,0.239,1.249,1.035,0.447,14.062,7.454,6.492,0.931,0.556,5.860,-0.128,0.000,0.000,0.000
2020-04-30,Financials,602,0.085922,0.104305,-0.352,12.919,0.783,0.994,10.512,8.757,8.825,9.022,8.988,1.812,7.069,0.279,0.867,0.408,3.48%,0.209,0.041,0.101,0.101,0.000,0.745,0.193,0.369,0.404,0.213,0.550,0.249,0.024,0.109,0.102,0.218,0.773,0.218,0.398,0.000,0.266,0.919,0.388,0.016,0.060,0.232,0.264,0.597,0.397,2.825,0.278,0.054,0.047,0.047,51.947,6.879,0.872,0.079,0.869,4.360,5.200,168.428,0.949,1.842,1.825,0.054,3.994,0.020,0.079,0.486,0.372,4.138,-0.003,0.000,0.008,0.274
2020-04-30,Health Care,780,0.209318,0.141415,-0.182,-3.117,0.257,1.698,-3.027,-2.374,-2.400,-2.428,-2.428,6.023,-2.487,0.000,3.672,-0.024,1.12%,0.167,0.026,-0.480,-0.484,-0.266,0.363,-0.452,-0.409,-0.329,-0.378,-0.432,-0.469,-0.312,-0.388,-0.452,0.128,0.829,0.143,0.200,0.000,0.077,0.746,-1.556,-0.649,1.200,-0.394,0.138,-1.794,0.520,-0.049,0.146,0.059,0.049,0.279,4.588,0.508,0.399,0.141,0.243,-7.643,-6.867,96.663,2.796,3.662,3.421,0.416,3.179,6.535,5.888,0.793,0.551,1.002,-0.065,0.116,0.000,0.000
2020-04-30,Industrials,458,0.153327,0.095469,-0.323,14.720,0.453,1.726,11.069,12.383,12.610,12.650,11.707,0.811,6.773,0.153,1.510,0.485,2.06%,0.225,0.253,0.104,0.103,0.081,0.294,0.041,0.070,0.110,0.117,0.184,0.052,0.115,0.103,0.096,0.391,0.602,0.390,0.447,0.230,0.416,0.687,0.417,0.133,0.096,0.078,0.101,0.555,0.388,2.411,0.573,0.051,0.045,0.447,2.995,1.339,0.594,0.302,0.492,3.699,5.166,78.846,0.288,1.805,1.324,0.961,5.259,9.519,6.323,2.330,1.338,5.562,-0.046,0.000,0.000,0.000
2020-04-30,Information Technology,490,0.196622,0.141607,-0.197,8.216,0.307,1.890,12.810,10.122,10.373,-0.185,-0.028,2.526,11.038,0.000,2.929,0.230,1.69%,0.165,0.323,0.005,0.000,0.005,0.519,-0.001,0.031,0.076,0.037,0.056,0.001,0.064,0.033,0.009,0.238,0.750,0.244,0.313,0.029,0.292,0.755,0.219,0.107,0.410,0.046,0.141,0.212,0.537,1.019,0.298,0.053,0.045,0.313,5.009,0.992,0.538,0.196,0.385,0.966,1.746,81.412,0.824,1.907,1.625,0.696,4.184,7.348,5.396,1.439,0.984,2.676,-0.072,0.128,0.000,0.000
2020-04-30,Materials,144,0.172501,0.168419,-0.236,13.370,0.551,1.860,9.900,10.556,10.607,11.099,9.853,0.808,5.601,0.321,1.312,0.364,2.50%,0.217,0.186,0.080,0.080,0.070,0.262,0.041,0.087,0.141,0.091,0.116,0.053,0.106,0.098,0.082,0.406,0.584,0.403,0.424,0.375,0.334,0.588,0.539,0.135,0.080,0.095,0.049,0.661,0.269,2.657,0.638,0.055,0.052,0.514,1.426,1.214,0.557,0.316,0.465,2.785,3.991,81.687,0.292,2.077,1.206,0.742,4.939,7.680,7.336,1.972,1.059,4.918,-0.063,0.003,0.000,0.000
2020-04-30,Real Estate,33,0.080465,0.118058,-0.356,17.790,0.622,1.079,18.509,11.306,11.379,11.975,10.550,2.033,6.002,0.000,0.987,0.333,5.12%,0.206,0.052,0.024,0.024,0.035,0.274,0.054,0.089,0.136,0.066,0.126,0.085,0.036,0.022,0.023,0.355,0.614,0.337,0.397,0.000,0.121,0.734,0.426,0.067,0.163,0.132,0.092,0.280,0.467,6.127,0.542,0.049,0.046,0.607,1.677,0.872,0.460,0.314,0.431,1.806,1.461,67.691,0.968,1.878,1.878,0.218,5.011,9.116,5.352,0.395,0.253,2.615,-0.010,0.000,0.000,0.000
2020-04-30,Utilities,71,0.030042,0.032133,3.855,25.924,0.564,3.887,13.970,20.557,20.665,20.452,20.452,2.513,9.258,0.630,1.592,2.105,3.37%,0.173,0.076,0.102,0.100,0.068,0.331,0.114,0.194,0.327,0.059,0.068,0.130,0.078,0.071,0.079,0.517,0.475,0.510,0.582,0.178,0.479,-0.180,0.561,0.084,0.009,0.270,0.103,0.752,0.143,4.871,0.844,0.051,0.045,0.484,0.951,2.227,0.686,0.379,0.568,2.720,2.853,29.615,0.058,0.656,0.557,0.225,12.816,6.050,7.285,0.763,0.346,10.769,-0.035,0.000,0.000,0.000
2020-05-31,Communication Services,136,0.082418,0.064676,-0.127,5.763,0.596,1.450,8.811,4.620,4.071,0.161,0.064,0.959,4.730,0.000,1.454,0.151,3.35%,0.235,0.242,0.004,0.004,0.016,0.520,0.002,0.064,0.170,0.075,0.119,0.006,0.080,0.045,0.003,0.463,0.522,0.453,0.486,0.000,0.347,0.560,0.360,0.107,0.158,0.095,0.068,0.478,0.293,3.004,0.606,0.051,0.047,0.555,3.652,1.147,0.593,0.341,0.520,1.528,1.675,41.571,0.692,1.519,1.437,0.516,26.129,8.037,6.687,1.359,0.682,4.449,-0.077,0.000,0.018,0.000
2020-05-31,Consumer Discretionary,417,0.149390,0.064239,-0.212,9.838,0.645,0.877,10.941,9.336,9.447,8.852,8.564,0.638,5.823,0.137,1.799,0.336,2.11%,0.221,0.358,0.066,0.066,0.058,0.343,0.026,0.055,0.089,0.080,0.121,0.032,0.095,0.079,0.071,0.526,0.466,0.518,0.609,0.334,0.178,0.609,0.315,0.108,0.123,0.061,0.120,0.434,0.393,3.666,0.964,0.047,0.039,0.538,2.180,1.670,0.687,0.421,0.628,2.619,3.479,72.115,0.387,1.431,0.938,1.111,4.419,9.390,16.844,3.120,1.518,6.722,-0.054,0.000,0.016,0.000
2020-05-31,Consumer Staples,135,0.053447,0.020346,-0.235,19.792,0.530,3.111,12.151,15.623,15.783,16.430,15.998,1.117,9.630,0.348,2.131,0.925,2.44%,0.234,0.370,0.075,0.075,0.050,0.349,0.024,0.054,0.092,0.110,0.157,0.035,0.099,0.090,0.075,0.366,0.622,0.370,0.456,0.389,0.244,0.703,0.421,0.132,0.103,0.050,0.167,0.543,0.390,2.567,0.486,0.046,0.039,0.470,2.347,1.093,0.568,0.326,0.479,2.956,4.266,62.370,0.335,1.696,0.913,1.063,5.628,9.032,11.515,2.230,1.499,6.078,-0.057,0.000,0.009,0.000
2020-05-31,Energy,179,-0.003855,0.012125,-0.042,-0.586,1.945,-0.109,5.545,-0.379,-0.379,-0.532,-0.510,0.418,1.605,0.016,0.726,-0.002,4.36%,0.223,0.116,-0.151,-0.151,-0.046,0.250,-0.111,-0.001,0.108,-0.007,-0.003,-0.092,0.059,-0.003,-0.157,0.344,0.590,0.344,0.410,0.068,0.450,0.051,0.829,0.181,0.073,0.016,0.065,0.456,0.276,1.499,0.500,0.066,0.061,0.540,0.696,1.020,0.510,0.307,0.460,-2.207,-0.123,51.607,0.246,1.246,1.024,0.420,15.299,7.696,6.550,0.869,0.572,5.700,-0.157,0.000,0.000,0.000
2020-05-31,Financials,600,0.009066,0.023934,-0.251,12.685,1.217,1.004,10.318,9.495,9.507,9.596,9.603,1.775,6.647,0.325,0.863,0.588,3.55%,0.209,0.039,0.087,0.086,0.000,0.717,0.166,0.344,0.376,0.202,0.434,0.214,0.022,0.102,0.087,0.259,0.733,0.259,0.401,0.000,0.263,0.916,0.410,0.016,0.063,0.210,0.198,0.555,0.400,2.983,0.350,0.048,0.043,0.061,53.080,6.878,0.873,0.082,0.870,3.592,4.161,171.872,0.831,1.713,1.644,0.053,3.826,0.023,0.078,0.493,0.351,4.866,-0.004,0.000,0.008,0.274
2020-05-31,Health Care,780,0.135910,0.048604,-0.391,-4.464,0.310,1.731,-3.006,-5.766,-5.788,-5.458,-5.458,7.147,-3.105,0.000,4.230,-0.033,1.09%,0.169,0.010,-0.466,-0.461,-0.254,0.360,-0.556,-0.475,-0.419,-0.395,-0.454,-0.584,-0.324,-0.397,-0.529,0.146,0.803,0.154,0.202,0.000,0.073,0.755,-1.738,-0.645,1.292,-0.466,0.140,-1.899,0.496,-0.055,0.160,0.052,0.043,0.328,4.593,0.500,0.386,0.150,0.249,-7.958,-6.785,92.205,3.129,4.067,3.752,0.382,3.026,6.650,5.594,0.717,0.518,0.912,-0.060,0.128,0.000,0.000
2020-05-31,Industrials,458,0.065188,0.063384,-0.462,15.471,0.658,1.397,10.564,12.632,12.812,12.452,11.701,0.879,7.327,0.181,1.666,0.529,1.78%,0.224,0.255,0.093,0.091,0.065,0.293,0.035,0.072,0.111,0.109,0.174,0.044,0.112,0.098,0.084,0.394,0.594,0.397,0.466,0.237,0.414,0.672,0.409,0.133,0.107,0.074,0.103,0.537,0.395,2.483,0.576,0.046,0.041,0.450,2.978,1.353,0.599,0.315,0.508,3.247,5.069,81.581,0.298,1.843,1.329,0.929,5.007,9.022,6.175,2.298,1.329,5.140,-0.052,0.000,0.000,0.000
2020-05-31,Information Technology,491,0.095283,0.081417,-0.344,2.873,0.381,1.770,11.961,8.891,8.928,-0.512,-0.251,2.718,11.341,0.000,3.378,0.236,1.63%,0.162,0.333,0.001,0.000,0.003,0.521,-0.002,0.025,0.076,0.032,0.057,0.002,0.064,0.028,0.005,0.247,0.736,0.250,0.331,0.030,0.286,0.767,0.245,0.103,0.399,0.049,0.146,0.224,0.532,1.037,0.300,0.049,0.042,0.316,4.924,0.999,0.534,0.206,0.378,0.998,2.065,79.470,0.838,1.944,1.636,0.684,4.184,7.416,5.394,1.446,1.000,2.804,-0.074,0.127,0.000,0.000
2020-05-31,Materials,143,0.076158,0.067804,-0.291,13.859,0.814,1.966,9.519,13.216,13.216,13.556,13.045,0.864,6.196,0.339,1.440,0.325,2.20%,0.215,0.174,0.077,0.078,0.061,0.265,0.036,0.086,0.142,0.092,0.117,0.052,0.107,0.096,0.069,0.413,0.579,0.399,0.430,0.366,0.349,0.615,0.533,0.135,0.087,0.093,0.061,0.638,0.266,2.818,0.624,0.049,0.045,0.520,1.473,1.276,0.563,0.308,0.464,2.810,4.091,87.067,0.330,2.180,1.241,0.724,4.820,7.678,6.966,1.943,1.033,4.382,-0.064,0.003,0.000,0.000
2020-05-31,Real Estate,33,0.037759,0.024870,-0.298,15.785,0.966,1.085,21.632,8.590,8.617,3.392,4.285,2.005,6.518,0.000,0.987,0.418,3.14%,0.206,0.054,0.018,0.013,0.023,0.263,0.013,0.069,0.124,0.021,0.024,0.018,0.025,0.019,0.013,0.376,0.594,0.358,0.445,0.000,0.173,0.759,0.297,0.067,0.160,0.075,0.107,0.235,0.439,6.670,0.564,0.046,0.045,0.618,1.350,1.012,0.528,0.311,0.442,1.102,1.262,77.147,0.876,1.656,1.656,0.205,5.011,10.277,6.417,0.375,0.237,2.864,-0.020,0.000,0.000,0.000
2020-05-31,Utilities,71,0.036909,0.042309,3.781,26.263,0.650,3.929,13.566,20.725,20.725,21.151,21.151,2.613,9.144,0.676,1.612,2.651,3.33%,0.173,0.074,0.090,0.089,0.060,0.342,0.105,0.199,0.339,0.058,0.067,0.121,0.075,0.069,0.071,0.514,0.474,0.512,0.590,0.163,0.349,-0.251,0.590,0.084,0.015,0.261,0.104,0.779,0.140,5.028,0.851,0.048,0.041,0.483,0.937,2.194,0.687,0.385,0.567,2.643,2.824,22.389,0.095,0.700,0.587,0.215,11.985,6.508,8.901,0.713,0.340,10.043,-0.036,0.000,0.000,0.000
2020-06-30,Communication Services,137,0.080812,0.000739,-0.108,5.915,0.596,1.558,8.697,4.422,3.662,-0.328,-0.344,0.998,4.473,0.000,1.594,0.145,3.05%,0.235,0.241,-0.002,-0.002,0.016,0.520,0.000,0.054,0.161,0.066,0.120,0.002,0.080,0.039,-0.001,0.455,0.524,0.438,0.489,0.000,0.347,0.574,0.349,0.107,0.164,0.080,0.069,0.476,0.294,2.968,0.553,0.050,0.046,0.549,3.709,1.162,0.592,0.339,0.518,1.371,1.675,40.465,0.685,1.523,1.454,0.519,26.129,8.058,6.710,1.359,0.678,4.241,-0.077,0.000,0.019,0.000
2020-06-30,Consumer Discretionary,418,0.117314,0.066596,-0.245,9.794,0.716,0.786,11.418,11.036,11.118,8.591,8.007,0.695,6.384,0.141,1.896,0.401,1.94%,0.221,0.349,0.034,0.030,0.037,0.339,0.013,0.046,0.084,0.064,0.104,0.018,0.088,0.072,0.043,0.535,0.455,0.534,0.633,0.325,0.178,0.595,0.301,0.104,0.123,0.052,0.124,0.396,0.392,3.757,0.992,0.045,0.038,0.536,2.178,1.681,0.690,0.431,0.642,1.875,3.107,76.911,0.385,1.455,0.909,1.066,4.284,8.916,16.844,3.114,1.466,6.669,-0.058,0.000,0.016,0.000
2020-06-30,Consumer Staples,134,0.020096,-0.005000,-0.393,19.517,0.524,2.787,12.011,15.755,16.094,16.299,15.825,1.061,10.099,0.339,2.225,0.844,2.45%,0.234,0.373,0.068,0.068,0.048,0.354,0.024,0.055,0.093,0.111,0.157,0.034,0.099,0.089,0.071,0.364,0.622,0.369,0.445,0.390,0.247,0.706,0.436,0.133,0.110,0.050,0.166,0.517,0.389,2.627,0.492,0.046,0.039,0.472,2.345,1.096,0.567,0.326,0.480,2.956,4.374,62.275,0.335,1.709,0.922,1.063,5.588,9.066,11.545,2.209,1.499,6.168,-0.060,0.000,0.008,0.000
2020-06-30,Energy,178,0.062448,-0.006970,-0.041,-0.582,1.939,-0.086,5.453,-0.416,-0.416,-0.596,-0.584,0.434,1.823,0.016,0.726,-0.003,3.62%,0.223,0.117,-0.150,-0.150,-0.046,0.248,-0.109,-0.001,0.109,-0.005,-0.003,-0.088,0.062,-0.002,-0.157,0.344,0.587,0.344,0.408,0.070,0.453,0.070,0.830,0.181,0.071,0.018,0.064,0.442,0.276,1.487,0.495,0.066,0.061,0.539,0.707,1.026,0.514,0.303,0.460,-2.323,-0.083,51.620,0.244,1.247,1.032,0.423,15.126,7.649,6.575,0.867,0.569,5.705,-0.156,0.000,0.000,0.000
2020-06-30,Financials,597,0.041493,0.003377,-0.264,12.981,1.216,1.088,10.330,9.735,9.750,9.803,9.804,1.800,6.837,0.327,0.877,0.612,3.46%,0.209,0.039,0.087,0.086,0.000,0.716,0.166,0.344,0.376,0.202,0.434,0.215,0.022,0.103,0.087,0.259,0.733,0.258,0.404,0.000,0.263,0.916,0.410,0.016,0.064,0.209,0.198,0.555,0.400,2.982,0.350,0.048,0.043,0.061,53.055,6.887,0.873,0.082,0.870,3.592,4.161,171.872,0.831,1.713,1.644,0.053,3.822,0.023,0.078,0.493,0.353,4.447,-0.004,0.000,0.008,0.273
2020-06-30,Health Care,779,0.049797,-0.010746,-0.387,-4.748,0.314,1.802,-3.006,-6.426,-6.430,-6.071,-6.074,7.218,-3.491,0.000,4.323,-0.037,1.12%,0.165,0.007,-0.466,-0.461,-0.254,0.362,-0.556,-0.480,-0.416,-0.396,-0.454,-0.586,-0.324,-0.395,-0.526,0.144,0.803,0.153,0.196,0.000,0.072,0.760,-1.738,-0.645,1.315,-0.465,0.141,-1.899,0.499,-0.055,0.160,0.051,0.042,0.323,4.604,0.499,0.385,0.149,0.247,-8.507,-6.790,91.019,3.173,4.122,3.787,0.381,3.018,6.584,5.611,0.710,0.518,0.923,-0.059,0.123,0.000,0.000
2020-06-30,Industrials,461,0.093542,0.019129,-0.470,16.039,0.676,1.718,10.623,13.303,13.517,13.380,12.628,0.941,7.553,0.181,1.764,0.589,1.67%,0.225,0.255,0.090,0.089,0.064,0.294,0.035,0.072,0.111,0.108,0.174,0.044,0.112,0.098,0.083,0.394,0.594,0.403,0.470,0.237,0.412,0.675,0.416,0.134,0.108,0.073,0.102,0.536,0.399,2.480,0.580,0.046,0.040,0.450,2.993,1.348,0.602,0.316,0.509,3.151,5.081,81.563,0.309,1.840,1.320,0.929,5.038,9.013,6.170,2.301,1.329,5.140,-0.053,0.000,0.000,0.000
2020-06-30,Information Technology,487,0.095376,0.070754,-0.377,-0.353,0.383,1.856,12.001,10.109,10.109,-0.492,-0.274,2.874,12.178,0.000,3.603,0.264,1.58%,0.162,0.332,0.000,-0.001,0.003,0.522,-0.002,0.025,0.074,0.032,0.057,0.002,0.061,0.028,0.001,0.246,0.740,0.248,0.331,0.028,0.284,0.773,0.248,0.104,0.408,0.048,0.152,0.224,0.534,1.018,0.295,0.048,0.041,0.316,4.924,1.002,0.532,0.206,0.376,0.976,1.529,76.609,0.860,1.944,1.660,0.666,4.184,7.416,5.424,1.422,0.998,2.787,-0.075,0.127,0.000,0.000
2020-06-30,Materials,144,0.049925,0.018201,-0.357,13.460,0.838,2.090,9.476,13.335,13.335,14.000,12.415,0.899,6.242,0.332,1.454,0.311,2.20%,0.215,0.174,0.077,0.077,0.061,0.263,0.036,0.086,0.141,0.092,0.118,0.051,0.108,0.096,0.068,0.404,0.580,0.386,0.430,0.366,0.345,0.616,0.533,0.135,0.091,0.091,0.061,0.635,0.268,2.800,0.619,0.049,0.046,0.518,1.443,1.266,0.561,0.306,0.460,2.726,4.068,86.897,0.338,2.180,1.241,0.725,4.833,7.663,6.984,1.946,1.041,4.385,-0.064,0.003,0.000,0.000
2020-06-30,Real Estate,33,0.101536,0.071658,-0.230,16.524,0.966,1.106,21.632,9.902,9.932,4.004,4.831,2.048,7.712,0.000,1.033,0.426,2.80%,0.206,0.054,0.013,0.007,0.022,0.263,0.002,0.069,0.115,0.011,0.019,0.002,0.024,0.016,0.007,0.376,0.594,0.358,0.445,0.000,0.173,0.759,0.297,0.067,0.159,0.075,0.107,0.235,0.439,7.368,0.564,0.046,0.045,0.634,1.350,1.012,0.528,0.311,0.442,1.102,1.235,77.147,0.876,1.656,1.656,0.205,5.011,10.277,6.417,0.375,0.237,2.864,-0.022,0.000,0.000,0.000
2020-06-30,Utilities,71,-0.046331,-0.048297,3.764,24.534,0.650,3.641,13.566,19.343,19.426,19.572,19.572,2.517,8.527,0.676,1.438,2.445,3.65%,0.173,0.074,0.090,0.089,0.060,0.342,0.105,0.199,0.339,0.058,0.067,0.121,0.075,0.069,0.071,0.514,0.474,0.512,0.590,0.163,0.349,-0.251,0.590,0.084,0.015,0.261,0.104,0.779,0.140,5.028,0.851,0.048,0.041,0.483,0.937,2.194,0.687,0.385,0.567,2.643,2.824,22.389,0.095,0.700,0.587,0.215,11.985,6.508,8.901,0.713,0.340,10.043,-0.036,0.000,0.000,0.000
2020-07-31,Communication Services,136,0.035808,0.074312,-0.117,5.804,0.596,1.446,8.688,3.348,3.198,-0.444,-0.489,1.044,4.605,0.000,1.541,0.142,2.79%,0.235,0.239,-0.002,-0.002,0.014,0.504,-0.000,0.053,0.160,0.064,0.119,0.002,0.079,0.038,-0.002,0.454,0.525,0.423,0.486,0.000,0.347,0.567,0.349,0.105,0.164,0.076,0.069,0.475,0.294,3.009,0.511,0.050,0.046,0.542,3.652,1.147,0.591,0.332,0.516,1.185,1.591,41.571,0.692,1.521,1.471,0.516,26.129,8.037,6.687,1.322,0.677,4.109,-0.077,0.000,0.018,0.000
2020-07-31,Consumer Discretionary,414,0.081005,0.105991,-0.252,10.602,0.723,0.953,11.409,11.262,11.425,9.110,8.509,0.739,7.025,0.139,2.105,0.423,1.81%,0.221,0.348,0.033,0.031,0.037,0.338,0.013,0.046,0.084,0.065,0.105,0.018,0.089,0.073,0.043,0.534,0.458,0.532,0.627,0.321,0.178,0.595,0.300,0.107,0.125,0.051,0.123,0.397,0.391,3.681,0.992,0.045,0.037,0.536,2.177,1.679,0.689,0.428,0.638,1.863,3.244,76.120,0.392,1.467,0.912,1.057,4.368,9.039,16.532,3.026,1.458,6.604,-0.059,0.000,0.015,0.000
2020-07-31,Consumer Staples,133,0.030872,0.068422,-0.370,19.258,0.522,3.391,12.439,16.611,16.776,16.803,16.253,1.084,10.535,0.343,2.212,0.865,2.34%,0.233,0.355,0.066,0.066,0.045,0.349,0.023,0.049,0.086,0.108,0.153,0.031,0.099,0.087,0.071,0.362,0.624,0.366,0.435,0.383,0.244,0.706,0.457,0.134,0.113,0.050,0.158,0.517,0.390,2.686,0.514,0.044,0.037,0.471,2.347,1.098,0.568,0.327,0.481,3.032,4.352,62.200,0.345,1.689,0.935,1.063,5.628,9.020,11.491,2.187,1.498,5.987,-0.059,0.000,0.007,0.000
2020-07-31,Energy,176,0.018969,-0.043884,-0.039,-0.667,1.918,-0.075,5.453,-0.526,-0.526,-0.673,-0.630,0.465,1.890,0.016,0.727,-0.003,4.19%,0.223,0.117,-0.147,-0.149,-0.045,0.251,-0.106,0.000,0.109,-0.002,-0.001,-0.083,0.065,-0.001,-0.149,0.344,0.587,0.344,0.408,0.070,0.448,0.077,0.834,0.179,0.071,0.021,0.062,0.451,0.271,1.487,0.495,0.066,0.061,0.540,0.707,1.026,0.514,0.303,0.460,-2.243,-0.009,51.620,0.246,1.247,1.032,0.423,15.106,7.569,6.575,0.867,0.569,5.700,-0.155,0.000,0.000,0.000
2020-07-31,Financials,597,-0.022493,0.028053,-0.241,12.244,1.216,1.157,10.307,9.177,9.220,9.459,9.469,1.737,6.460,0.326,0.831,0.591,3.55%,0.209,0.039,0.087,0.086,0.000,0.716,0.166,0.344,0.375,0.216,0.440,0.214,0.022,0.103,0.087,0.259,0.733,0.259,0.408,0.000,0.263,0.916,0.447,0.016,0.064,0.209,0.196,0.578,0.394,2.976,0.351,0.049,0.043,0.061,52.881,6.887,0.873,0.082,0.870,3.617,4.165,170.657,0.840,1.743,1.673,0.053,3.822,0.023,0.078,0.494,0.356,4.806,-0.004,0.000,0.008,0.273
2020-07-31,Health Care,781,0.039053,0.049566,-0.383,-5.045,0.314,1.933,-3.024,-6.209,-6.216,-6.019,-6.043,8.085,-3.911,0.000,4.378,-0.037,1.11%,0.165,0.011,-0.460,-0.460,-0.247,0.367,-0.563,-0.474,-0.403,-0.394,-0.453,-0.586,-0.323,-0.380,-0.512,0.141,0.804,0.150,0.192,0.000,0.072,0.752,-1.746,-0.654,1.316,-0.468,0.140,-1.922,0.496,-0.055,0.160,0.050,0.042,0.323,4.615,0.498,0.380,0.145,0.244,-8.578,-6.977,91.172,3.188,4.153,3.839,0.378,3.000,6.510,5.610,0.706,0.516,0.898,-0.059,0.123,0.000,0.000
2020-07-31,Industrials,460,0.041756,0.040198,-0.448,16.010,0.675,1.685,10.619,13.802,13.914,13.839,12.841,0.930,7.685,0.183,1.854,0.638,1.63%,0.225,0.255,0.091,0.089,0.063,0.294,0.034,0.072,0.111,0.108,0.172,0.044,0.112,0.097,0.084,0.400,0.592,0.406,0.470,0.237,0.413,0.676,0.419,0.134,0.109,0.073,0.103,0.536,0.391,2.510,0.588,0.046,0.040,0.461,2.998,1.348,0.602,0.318,0.511,3.151,5.081,81.690,0.318,1.841,1.333,0.929,5.038,9.022,6.175,2.296,1.317,5.099,-0.054,0.000,0.000,0.000
2020-07-31,Information Technology,485,0.100247,0.059218,-0.452,-0.415,0.381,2.007,12.001,9.783,9.893,-0.805,-0.370,3.124,12.558,0.000,3.912,0.254,1.58%,0.162,0.333,-0.001,-0.001,0.002,0.524,-0.003,0.028,0.076,0.032,0.060,0.001,0.062,0.028,-0.000,0.246,0.739,0.248,0.331,0.028,0.284,0.773,0.250,0.106,0.410,0.050,0.148,0.224,0.533,1.018,0.296,0.047,0.040,0.318,4.924,1.009,0.534,0.210,0.378,0.987,1.512,76.948,0.862,1.944,1.660,0.666,4.176,7.423,5.394,1.422,0.995,2.787,-0.076,0.128,0.000,0.000
2020-07-31,Materials,144,0.045379,0.060267,-0.343,14.136,0.840,2.385,9.519,13.594,13.652,13.500,12.637,0.944,6.592,0.332,1.450,0.316,2.04%,0.219,0.174,0.077,0.077,0.061,0.263,0.035,0.086,0.140,0.092,0.118,0.051,0.108,0.096,0.068,0.404,0.580,0.386,0.430,0.365,0.342,0.616,0.533,0.135,0.098,0.091,0.060,0.638,0.266,2.818,0.619,0.049,0.045,0.520,1.443,1.252,0.558,0.308,0.460,2.634,4.030,86.897,0.348,2.240,1.297,0.725,4.833,7.663,6.984,1.946,1.041,4.366,-0.064,0.003,0.000,0.000
